file_source,final_score,p1_green1,p1_green2,p1_green3,p1_green4,p1_green5,p1_yellow1,p1_yellow2,p1_yellow3,p1_yellow4,p1_yellow5,p1_white1,p1_white2,p1_white3,p1_white4,p1_white5,p1_blue1,p1_blue2,p1_blue3,p1_blue4,p1_blue5,p1_red1,p1_red2,p1_red3,p1_red4,p1_red5,p2_green1,p2_green2,p2_green3,p2_green4,p2_green5,p2_yellow1,p2_yellow2,p2_yellow3,p2_yellow4,p2_yellow5,p2_white1,p2_white2,p2_white3,p2_white4,p2_white5,p2_blue1,p2_blue2,p2_blue3,p2_blue4,p2_blue5,p2_red1,p2_red2,p2_red3,p2_red4,p2_red5,1_count,2_count,3_count,4_count,5_count,green_count,yellow_count,white_count,blue_count,red_count,p1_hand_sum,p1_avg_value,p2_hand_sum,p2_avg_value,p1_unique_cards,p2_unique_cards,avg_max_possible_progress
gameee90bb681d3a4e19.log,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,2,1,0,5,2,2,19,3.8,13,2.6,5,4,0.2
game6660b34bf796b3ee.log,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,1,0,5,1,1,3,13,2.6,8,1.6,5,3,1.0
gameb2b6361c6c61faad.log,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,1,0,5,1,1,3,13,2.6,8,1.6,5,3,1.0
game5d60d9bf0a2e6265.log,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,2,3,2,2,1,2,1,4,13,2.6,19,3.8,5,5,0.4
game30617323bd5fc573.log,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,2,0,2,2,1,2,1,2,4,17,3.4,9,1.8,5,5,1.0
gameba11eaded2112de1.log,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,2,0,2,2,1,2,1,2,4,17,3.4,9,1.8,5,5,1.0
gamefe62628668f0bf8f.log,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,2,0,2,2,1,2,1,2,4,17,3.4,9,1.8,5,5,1.0
gamed6eb9fdde9212111.log,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,2,1,4,0,1,1,1,3,4,11,2.2,15,3.0,5,4,0.6
gamec0b48b85d40d29c0.log,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,1,3,3,0,0,1,3,5,1,13,2.6,13,2.6,5,5,1.0
game17232610a8cee3c6.log,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,1,1,0,2,1,1,3,3,2,13,2.6,8,1.6,5,5,0.8
game6d419a50c0e97370.log,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,5,0,2,0,1,1,2,3,3,10,2.0,11,2.2,4,5,0.6
gamebde45afcbb32cb93.log,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,0,2,1,2,2,3,10,2.0,14,2.8,5,5,1.0
game619901358398f958.log,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,2,1,3,1,1,1,3,2,3,11,2.2,16,3.2,5,4,0.8
gamec69ca5735e407d0a.log,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,2,1,3,1,1,1,3,2,3,11,2.2,16,3.2,5,4,0.8
game725abf7db482e731.log,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,2,2,2,0,0,3,2,3,2,6,1.2,16,3.2,4,5,0.8
gamed9efd426e4291012.log,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,3,2,1,1,1,4,3,1,15,3.0,13,2.6,5,5,0.2
game1dc77e0792b532c2.log,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,4,1,2,2,1,2,2,3,13,2.6,17,3.4,5,4,0.6
game5fe693bd6c290c68.log,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,2,2,1,2,1,2,4,1,11,2.2,16,3.2,5,5,1.0
game08e5ee299390c5d3.log,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,2,4,1,2,0,3,3,2,13,2.6,17,3.4,5,5,0.4
game1833ac586d35c506.log,16,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,1,1,1,1,1,4,2,2,13,2.6,8,1.6,5,5,1.2
game01a7c4e5b3dafb92.log,18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,1,4,0,0,2,4,1,3,10,2.0,17,3.4,5,5,0.8
gamea42137e2921cb799.log,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,3,3,2,1,3,1,3,16,3.2,20,4.0,5,5,0.2
game69ae3afd4a9bdb03.log,20,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,2,0,1,1,4,1,3,13,2.6,13,2.6,5,5,0.2
gamee58991ac803f06b1.log,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,3,1,2,2,1,2,3,2,13,2.6,15,3.0,5,5,0.6
game2148bbcd5b2f9de7.log,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,2,2,1,1,0,1,3,2,4,9,1.8,14,2.8,5,5,1.4
game5f7f6399bf56060a.log,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,2,2,1,1,0,1,3,2,4,9,1.8,14,2.8,5,5,1.4
gamedd0fcffd13d718ea.log,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,2,1,0,1,1,1,4,2,2,8,1.6,10,2.0,5,5,1.4
gamedf0124c1539b3905.log,20,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,2,3,1,2,0,1,4,2,3,14,2.8,15,3.0,5,5,1.2
gamed8ed4199dcf68742.log,14,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,2,2,3,0,2,0,3,2,3,10,2.0,15,3.0,5,5,0.8
game17630dc65d0d496c.log,18,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,1,3,1,1,6,2,0,15,3.0,14,2.8,5,5,1.2
game55daf828545f8fb3.log,14,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,1,3,1,1,6,2,0,15,3.0,14,2.8,5,5,1.2
game19926652b47d9e59.log,6,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,4,1,1,2,0,4,3,1,9,1.8,16,3.2,4,5,0.6
game4fb16e82793b3948.log,19,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,4,1,1,2,0,4,3,1,9,1.8,16,3.2,4,5,0.6
game4d0ede08bb95cd92.log,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,4,1,1,1,1,1,2,3,3,10,2.0,13,2.6,5,5,1.0
gamee439cc5ccc973ce3.log,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,4,2,2,0,0,2,3,3,2,12,2.4,12,2.4,5,5,0.6
game42d170d673391ef0.log,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,4,1,1,1,0,2,4,2,2,8,1.6,15,3.0,5,4,1.0
gamec247340d3763ac9f.log,17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,2,2,0,3,1,1,3,1,4,16,3.2,12,2.4,5,5,0.8
gamea32fe4fa5696d210.log,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,3,2,2,0,0,2,3,1,4,13,2.6,10,2.0,5,5,1.0
game64100bd025a86e6d.log,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,3,1,2,1,4,1,2,11,2.2,17,3.4,5,5,1.2
gamef7adfcb2fcba0dc1.log,6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,2,2,2,1,1,1,4,2,2,11,2.2,15,3.0,5,5,1.0
gamed46212d8c0794236.log,15,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,2,2,1,1,2,5,1,1,11,2.2,15,3.0,5,5,1.4
game177ed97cd3c34005.log,10,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,2,2,2,0,2,1,4,0,3,10,2.0,12,2.4,4,5,1.2
game3b08681dfb447a5e.log,6,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,2,3,0,1,1,5,0,3,12,2.4,14,2.8,4,5,1.0
gamea005d1278bb77832.log,17,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,4,2,2,1,1,0,0,6,2,2,12,2.4,11,2.2,4,4,0.6
gamea6bed06eb561abb9.log,17,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,4,2,2,1,1,0,0,6,2,2,12,2.4,11,2.2,4,4,0.6
gamed6638d205cc50519.log,17,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,3,2,2,3,0,0,0,4,4,2,11,2.2,14,2.8,4,5,1.0
gameac634e7189eccac3.log,20,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,4,0,4,1,1,1,0,3,4,2,9,1.8,16,3.2,4,5,0.4
gamebb41fecb3c87a0a9.log,10,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,4,2,1,2,1,0,1,4,3,2,13,2.6,11,2.2,4,5,0.8
gamed8f3abd2ec925893.log,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4,2,0,2,2,1,1,3,3,2,13,2.6,13,2.6,4,5,0.8
game0ce5d502839cda16.log,19,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,0,1,3,4,1,1,8,1.6,11,2.2,4,5,1.4
gamee1a4d580f9894ee8.log,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,4,1,1,3,1,3,2,19,3.8,11,2.2,4,5,0.6
game67db6032a69f6331.log,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,2,2,1,2,2,3,2,16,3.2,13,2.6,5,5,0.6
game4d66a30453c72f1d.log,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,2,2,3,3,1,1,3,2,23,4.6,9,1.8,5,4,0.4
game53510c94a5e12adc.log,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,3,2,2,3,2,1,14,2.8,18,3.6,5,5,0.6
game279cb541f5b32cb8.log,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,2,3,1,1,2,2,3,2,15,3.0,14,2.8,5,5,0.4
gameea31d884585c53e5.log,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,3,4,2,1,2,3,2,22,4.4,15,3.0,5,5,0.4
game2d1fb2c5646a21a4.log,17,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,4,1,0,3,2,1,1,2,4,2,15,3.0,13,2.6,4,5,0.6
gameeca6b48aa2946893.log,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,2,2,2,1,2,1,2,4,19,3.8,11,2.2,5,5,0.6
gameea291613bc94014a.log,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,2,4,1,1,2,2,2,3,19,3.8,12,2.4,5,5,0.4
gamef3ca8e3aedb48ba5.log,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,2,2,1,3,3,1,2,14,2.8,15,3.0,5,5,0.6
game3f7bc1de48fd76f7.log,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,3,2,2,3,2,2,1,15,3.0,15,3.0,5,5,0.6
game769e2a07962fd01b.log,18,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,2,3,2,1,0,3,3,1,3,15,3.0,13,2.6,5,5,0.6
game7e5ef8a2a656d064.log,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,5,1,1,1,1,2,1,1,5,16,3.2,8,1.6,5,5,1.0
game1590b51d4723b922.log,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,0,1,1,1,3,2,2,2,11,2.2,9,1.8,5,4,0.8
game9b0d5abd360ac2fe.log,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,1,1,2,1,2,3,0,4,16,3.2,10,2.0,4,5,1.2
game89e42584d0b9897f.log,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,1,2,4,1,2,1,2,15,3.0,14,2.8,5,4,0.4
gamed0bd9df159d3ce5a.log,17,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,2,0,2,3,4,1,15,3.0,15,3.0,5,4,0.6
gamef4047a91d7b94b21.log,8,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,3,0,3,2,1,2,4,1,2,20,4.0,10,2.0,5,5,0.6
game5aa1c787d4b75c8f.log,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,3,4,0,2,1,0,2,3,3,2,13,2.6,11,2.2,5,4,1.0
gamed237599d96643c7c.log,21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,3,4,0,2,1,0,2,3,3,2,13,2.6,11,2.2,5,4,1.0
game3eaf8ea7327a647f.log,6,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,2,2,1,2,1,2,4,1,2,13,2.6,14,2.8,5,5,0.6
game7414fff44d399018.log,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,2,2,1,2,1,2,4,1,2,13,2.6,14,2.8,5,5,0.6
game1567bf03ba9c83ae.log,18,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3,2,0,2,1,2,4,2,1,13,2.6,12,2.4,4,5,0.6
game48a2d406d5d4c4fc.log,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,1,3,3,0,3,1,3,3,17,3.4,18,3.6,5,5,0.2
game0d488299b79d0d4d.log,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,4,2,2,2,0,3,3,19,3.8,18,3.6,5,5,0.0
game3fa4f241f9c54d41.log,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,0,1,4,1,2,2,17,3.4,10,2.0,5,5,0.8
gameab53b6b970ba1591.log,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,3,2,3,1,1,1,1,0,5,3,16,3.2,9,1.8,4,4,0.8
game77cfeabe565226f7.log,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,3,3,2,2,0,0,2,1,3,4,15,3.0,8,1.6,5,5,1.4
game612b086f6d70ddc4.log,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,1,1,2,2,1,4,14,2.8,12,2.4,4,5,0.6
game4a895010e9711c6e.log,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,2,3,1,2,1,3,16,3.2,11,2.2,4,4,0.4
game1a9b37bd9e647d8a.log,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,1,2,1,2,1,3,0,4,14,2.8,10,2.0,5,4,0.8
game6ac6378e40353738.log,16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,3,3,0,0,3,2,1,4,14,2.8,12,2.4,4,5,0.4
game22aa27a140c737a1.log,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,3,3,1,2,4,1,2,17,3.4,16,3.2,4,5,0.4
gameea5841c668008c98.log,15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,3,3,1,2,4,1,2,17,3.4,16,3.2,4,5,0.4
gameac08b194ab75dcf2.log,16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,3,2,1,3,2,1,3,18,3.6,15,3.0,5,4,0.2
gamec5a3f1aed100c513.log,17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,4,1,2,2,2,2,2,17,3.4,13,2.6,5,5,0.4
