file_source,final_score,p1_green1,p1_green2,p1_green3,p1_green4,p1_green5,p1_yellow1,p1_yellow2,p1_yellow3,p1_yellow4,p1_yellow5,p1_white1,p1_white2,p1_white3,p1_white4,p1_white5,p1_blue1,p1_blue2,p1_blue3,p1_blue4,p1_blue5,p1_red1,p1_red2,p1_red3,p1_red4,p1_red5,p2_green1,p2_green2,p2_green3,p2_green4,p2_green5,p2_yellow1,p2_yellow2,p2_yellow3,p2_yellow4,p2_yellow5,p2_white1,p2_white2,p2_white3,p2_white4,p2_white5,p2_blue1,p2_blue2,p2_blue3,p2_blue4,p2_blue5,p2_red1,p2_red2,p2_red3,p2_red4,p2_red5,p1_1_count,p1_2_count,p1_3_count,p1_4_count,p1_5_count,p1_hand_sum,p1_avg_value,p2_1_count,p2_2_count,p2_3_count,p2_4_count,p2_5_count,p2_hand_sum,p2_avg_value,id, ai, deck, score, time, first,ai,deck,score,age,boardgameexp,gamer,hanabiexp,recent,maxscore,intention,skill,like,publish
gamee72e2311813583e6.log,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,14,2.8,3,0,1,1,0,10,2.0,2119fe68a204e42a, full,3865,21,1490317030.0, no, outer,2,4, 20s, 4, yes, 4, 4, 4, 3, 2, 4, yes
gamee754ce116045f91a.log,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,16,3.2,2,0,1,2,0,13,2.6,8f48cd1f7a4fa984, outer,5,7,1490299595.0, yes, outer,5,7, 20s, 4, yes, 4, 4, 2, 4, 4, 3, yes
gamee7715d4c71fcb219.log,17,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,1,2,0,13,2.6,2,2,0,0,1,11,2.2,19dbddedf07994e2, full,80,14,1489703504.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gamee78abd094f6f5d73.log,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,14,2.8,3,0,0,1,1,12,2.4,0313454f0e513527, outer,6047,6,1490326325.0, no, outer,2,7, , , , , , , 3, 2, 4, yes
gamee7de0ac94df516dd.log,19,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,12,2.4,2,1,0,2,0,12,2.4,19dbddedf07994e2, intentional,4617,14,1490533727.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gamee82850154e1c00ce.log,12,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,2,0,12,2.4,3,1,1,0,0,8,1.6,e55525e0b2004294, outer,3692,5,1490342218.0, no, intentional,5,19, 20s, 4, yes, 4, 4, 4, 3, 3, 3, yes
gamee840999b9804a61f.log,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,1,0,14,2.8,1,2,2,0,0,11,2.2,19dbddedf07994e2, outer,9949,6,1489794999.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gamee8752c093b43899e.log,18,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,2,1,18,3.6,1,1,0,2,1,16,3.2,19dbddedf07994e2, intentional,9027,5,1490533066.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gamee8a67bdeff7f0ff1.log,13,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1,0,0,1,10,2.0,1,1,2,1,0,13,2.6,f58284d424b04728, outer,6085,7,1491257742.0, no, full,2,4, 20s, 4, yes, 3, 4, 1, 2, 1, 1, yes
gamee8b2214fae3d8c14.log,20,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,0,0,0,9,1.8,2,0,0,2,1,15,3.0,1b17ab93ed1184b4, full,7748,11,1491678709.0, no, full,3,8, 40s, 4, yes, 2, 2, 1, 4, 4, 3, yes
gamee8bd37193ca193aa.log,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,13,2.6,1,1,2,1,0,13,2.6,19dbddedf07994e2, intentional,3844,19,1490133883.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gamee8e6e2e26f651039.log,16,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,1,11,2.2,1,2,0,2,0,13,2.6,ca0922b34e670338, intentional,3026,8,1492706144.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
gamee9402a9ba7d42b70.log,17,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,10,2.0,2,0,0,2,1,15,3.0,19dbddedf07994e2, outer,6678,1,1489703736.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gamee94238104dd66d18.log,17,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,13,2.6,2,2,1,0,0,9,1.8,23062825a1bc28fc, outer,7370,6,1490114617.0, no, intentional,2,17, 40s, 4, yes, 4, 4, 4, 3, 1, 1, yes
gamee97663446ae99fe0.log,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,0,2,1,0,12,2.4,0,0,2,2,1,19,3.8,1b17ab93ed1184b4, full,3032,17,1491749959.0, no, full,3,8, 40s, 4, yes, 2, 2, 1, 4, 4, 3, yes
gamee9c7e94f702c8955.log,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,3,0,2,0,0,9,1.8,3,1,1,0,0,8,1.6,19dbddedf07994e2, intentional,2172,15,1489921714.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gamee9cd81dbdc0f320b.log,14,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,15,3.0,1,2,1,1,0,12,2.4,19dbddedf07994e2, outer,1683,0,1490729275.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gamee9d5a5a0f722d2a1.log,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,15,3.0,3,1,0,0,1,10,2.0,92859eb517ad4608, outer,1190,9,1489877244.0, no, outer,3,8, 20s, 4, yes, 3, 4, 2, 4, 2, 2, yes
gamee9f5fda46340e8c8.log,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,0,1,16,3.2,1,1,0,2,1,16,3.2,ca0922b34e670338, outer,6303,9,1491787891.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
gameea259c34f6940844.log,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,11,2.2,2,0,0,2,1,15,3.0,90c7b3288d046c3a, full,2531,10,1492732450.0, no, outer,1,5, 20s, 3, no, 1, 1, 1, 3, 3, 4, yes
gameea291613bc94014a.log,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,1,19,3.8,2,1,0,2,0,12,2.4,19dbddedf07994e2, full,4968,12,1490732450.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gameea2aeed6696231b6.log,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2,19,3.8,4,0,1,0,0,7,1.4,ca0922b34e670338, full,9983,20,1492706791.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
gameea31d3dfe650517d.log,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,1,15,3.0,3,0,0,2,0,11,2.2,614a406f6ac4d07d, outer,4,10,1490299291.0, yes, outer,4,10, 20s, 4, yes, 4, 4, 4, 2, 1, 1, yes
gameea31d884585c53e5.log,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,2,22,4.4,2,0,1,0,2,15,3.0,19dbddedf07994e2, outer,8101,3,1489966577.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gameea5841c668008c98.log,15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,17,3.4,2,0,0,1,2,16,3.2,ca0922b34e670338, outer,3198,14,1491783872.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
gameea59b793b6696e05.log,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,3,0,0,0,8,1.6,2,1,1,1,0,11,2.2,2119fe68a204e42a, outer,5876,4,1490323309.0, no, outer,2,4, 20s, 4, yes, 4, 4, 4, 3, 2, 4, yes
gameea66adfca7854720.log,10,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,15,3.0,1,1,2,1,0,13,2.6,1b17ab93ed1184b4, outer,6836,10,1491680389.0, no, full,3,8, 40s, 4, yes, 2, 2, 1, 4, 4, 3, yes
gameea7c83f7884a7c8b.log,14,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,12,2.4,1,1,1,1,1,15,3.0,19dbddedf07994e2, full,7654,15,1489919709.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gameeaee69c7957c66ab.log,12,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,3,0,17,3.4,1,3,0,1,0,11,2.2,ca0922b34e670338, full,3577,20,1492709762.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
gameeb1becf62f0b5fe9.log,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,9,1.8,0,3,2,0,0,12,2.4,19dbddedf07994e2, intentional,7401,8,1490290602.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gameeb22ae8dd9edc63c.log,18,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,3,0,1,16,3.2,2,2,0,1,0,10,2.0,ca0922b34e670338, full,9658,18,1492581169.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
gameeb30c33326e8bbfd.log,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,2,1,0,13,2.6,1,2,1,1,0,12,2.4,19dbddedf07994e2, outer,1822,9,1490133357.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gameeb343fa957993017.log,6,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,11,2.2,2,1,1,0,1,12,2.4,768862e11a280fd0, outer,5,6,1490370002.0, yes, outer,5,6, , , , , , , , , , yes
gameeba09c1107f80ee4.log,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,1,15,3.0,3,0,1,0,1,11,2.2,cfae3ca2f65f0b94, intentional,4648,14,1490366766.0, no, intentional,1,15, , , , , , , , , , yes
gameeba3693202ef1ce4.log,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,14,2.8,3,0,0,1,1,12,2.4,6bbfe8d97840dd13, intentional,3,15,1492526117.0, yes, intentional,3,15, 20s, 3, no, 1, 1, 1, 3, 3, 4, yes
gameebd0a9f7e3f07206.log,4,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,12,2.4,2,0,1,2,0,13,2.6,7d6a88e8113679a3, full,1058,16,1490059362.0, no, outer,3,13, , , , , , , , , , yes
gameec16b4a555f8dbe3.log,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,2,0,1,14,2.8,0,2,1,1,1,16,3.2,768862e11a280fd0, outer,1786,5,1490370632.0, no, outer,5,6, , , , , , , , , , yes
gameec21e718237b92de.log,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,13,2.6,2,1,1,1,0,11,2.2,19dbddedf07994e2, outer,1927,8,1489964863.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gameec220c81050daf5c.log,7,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,2,18,3.6,3,0,1,1,0,10,2.0,19dbddedf07994e2, outer,5112,1,1489739249.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gameec4c286a12878cd0.log,21,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,14,2.8,1,2,1,0,1,13,2.6,e55525e0b2004294, outer,3974,3,1490340500.0, no, intentional,5,19, 20s, 4, yes, 4, 4, 4, 3, 3, 3, yes
gameec762a4765191ebe.log,5,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,15,3.0,1,0,1,3,0,16,3.2,d757cef7238ebbec, intentional,3,15,1490313203.0, yes, intentional,3,15, 30s, 4, yes, 4, 3, 2, 2, 2, 2, yes
gameec7984ef41617682.log,20,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,11,2.2,0,4,1,0,0,11,2.2,19dbddedf07994e2, intentional,6507,17,1489829095.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gameec9a068712e7d79b.log,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,12,2.4,3,0,0,2,0,11,2.2,90c7b3288d046c3a, outer,8222,7,1492732115.0, no, outer,1,5, 20s, 3, no, 1, 1, 1, 3, 3, 4, yes
gameeca6b48aa2946893.log,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,2,19,3.8,2,1,1,1,0,11,2.2,e3f99bfa4535678e, outer,4551,13,1490338472.0, no, outer,5,4, 20s, 4, yes, 2, 4, 1, 2, 2, 3, yes
gameecad8769fa66a658.log,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,12,2.4,2,1,1,1,0,11,2.2,19dbddedf07994e2, outer,5770,8,1490134671.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gameecdfa9b81968de09.log,15,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,2,1,0,13,2.6,1,1,1,1,1,15,3.0,1b17ab93ed1184b4, outer,1690,14,1491702898.0, no, full,3,8, 40s, 4, yes, 2, 2, 1, 4, 4, 3, yes
gameed28a13e10888df7.log,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,11,2.2,3,1,1,0,0,8,1.6,ca0922b34e670338, intentional,4854,18,1492723403.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
gameed7810235919c95b.log,18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,12,2.4,4,0,0,1,0,8,1.6,19dbddedf07994e2, outer,3106,11,1490730733.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gameedd7a31c5982b7a4.log,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,2,0,12,2.4,2,1,0,2,0,12,2.4,ca0922b34e670338, intentional,6092,19,1492724867.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
gameedd9e35a6fdad9aa.log,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,2,1,15,3.0,1,1,1,1,1,15,3.0,225448dc520d9fde, outer,5,13,1490140058.0, yes, outer,5,13, 30s, 4, yes, 4, 4, 3, 2, 2, 2, yes
gameee3f05c1def37076.log,13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,3,0,1,0,11,2.2,0,2,3,0,0,13,2.6,19dbddedf07994e2, full,9614,19,1490723426.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gameee90bb681d3a4e19.log,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,19,3.8,1,1,2,1,0,13,2.6,19dbddedf07994e2, outer,21,7,1489701617.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gameeebd59d309b409f1.log,16,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,0,14,2.8,1,3,1,0,0,10,2.0,80b582ddeb40b2ce, full,5096,14,1490318109.0, no, intentional,1,18, 20s, 4, yes, 3, 4, 3, 2, 1, 1, yes
gameeee49eca7382d310.log,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,1,1,15,3.0,2,0,1,2,0,13,2.6,2119fe68a204e42a, full,9889,16,1490323848.0, no, outer,2,4, 20s, 4, yes, 4, 4, 4, 3, 2, 4, yes
gameeeedb355dcced39c.log,19,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,3,1,1,0,0,8,1.6,2,0,3,0,0,11,2.2,e55525e0b2004294, full,504,17,1490341657.0, no, intentional,5,19, 20s, 4, yes, 4, 4, 4, 3, 3, 3, yes
gameef247456dcb981d9.log,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,16,3.2,2,0,1,1,1,14,2.8,250d650b8522d958, full,4,8,1490364483.0, yes, full,4,8, 20s, 4, yes, 2, 4, 2, 3, 2, 2, yes
gameef3ebe680b8e4881.log,2,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,2,0,15,3.0,2,0,0,3,0,14,2.8,5cf5c2ba02ee6bb5, full,5,11,1489691640.0, yes, full,5,11, 20s, 3, no, 1, 1, 1, 4, 4, 4, yes
gameef5e82fff0ebd3a0.log,16,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,10,2.0,2,2,0,0,1,11,2.2,d32d69e3457e91ea, intentional,6548,19,1490378552.0, no, intentional,2,14, 40s, 4, yes, 2, 4, 1, 2, 2, 2, yes
gameef6cd841d23d328b.log,19,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,1,15,3.0,1,2,0,2,0,13,2.6,19dbddedf07994e2, full,5981,8,1490136482.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gameef91f8b65ae007a9.log,18,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2,16,3.2,1,1,2,1,0,13,2.6,da31e902dead47e8, intentional,5,15,1490308338.0, yes, intentional,5,15, 20s, 4, yes, 3, 4, 2, 3, 2, 1, yes
gameef92bb1bce0928d9.log,8,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,2,1,0,0,9,1.8,1,1,0,2,1,16,3.2,19dbddedf07994e2, outer,6835,4,1489704055.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
gameefb1ab452db90975.log,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,2,0,13,2.6,2,1,2,0,0,10,2.0,ca0922b34e670338, intentional,8380,10,1491876812.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
gameefc87d75a8799135.log,18,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,11,2.2,3,0,0,2,0,11,2.2,4dacd064a3248f0e, full,6482,8,1490325636.0, no, full,5,18, , , , , , , , , , yes
